Id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genres,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,averageRating
1158,tvEpisode,"Dance with Me, Herman","Dance with Me, Herman",0,1965,,30.0,Joseph Pevney,92,1911.0,2008.0,"director,actor,producer",James B. Allardice,1919.0,1966.0,"writer,miscellaneous,producer",21,"['Comedy', 'Family', 'Fantasy']",72.0,1,7242,AS,CL,16388,7.3
1159,short,Heart of the Land,Toivola,0,2016,,31.0,Kaisa 'Kaika' Astikainen,18,,,"miscellaneous,producer,production_manager",Kaisa 'Kaika' Astikainen,,,"miscellaneous,producer,production_manager",7,"['Documentary', 'Short', None]",9.0,1,3902,CY,TF,26346,7.1
1160,videoGame,Half-Life,Half-Life,0,1998,,,Randy Pitchford,7488,,,"producer,miscellaneous,actor",Marc Laidlaw,,,"writer,miscellaneous",9,"['Action', 'Sci-Fi', 'Thriller']",1202.0,1,7262,GU,SB,10930,9.2
1161,tvSeries,T.Bag and the Revenge of the T.Set,T.Bag and the Revenge of the T.Set,0,1989,1989.0,20.0,Leon Thau,26,1926.0,2010.0,"director,actor,producer",Grant Cathro,,,"writer,actor,producer",34,"['Fantasy', None, None]",7.0,0,3123,TV,CO,53109,8.4
1162,tvEpisode,Stealth Strike,Stealth Strike,0,2015,,22.0,Brad Rau,634,,,"art_department,director,animation_department",Dave Filoni,1974.0,,"miscellaneous,writer,actor",14,"['Action', 'Adventure', 'Animation']",381.0,0,9679,BZ,IT,36526,8.4
1163,short,Ball'oons,Ball'oons,0,2011,,2.0,M.R. Horhager,7,,,"director,art_department,writer",M.R. Horhager,,,"director,art_department,writer",9,"['Animation', 'Comedy', 'Short']",5.0,0,-1,MF,IS,54359,7.0
1164,tvEpisode,Amaar at the Bat,Amaar at the Bat,0,2008,,22.0,Michael Kennedy,21,1954.0,,"director,writer,cinematographer",Zarqa Nawaz,,,"writer,producer,miscellaneous",16,"['Comedy', None, None]",5.0,1,6116,BN,KY,6419,7.4
1165,movie,Funeral at Noon,Levaya Bazaharaim,0,2013,,94.0,Adam Sanderson,42,,,"director,writer",Adam Sanderson,,,"director,writer",17,"['Drama', None, None]",25.0,1,9791,BV,BS,37036,6.4
1166,short,Painted,Painted,0,2012,,6.0,Duncan McDowall,41,,,"writer,director,producer",Duncan McDowall,,,"writer,director,producer",7,"['Documentary', 'Fantasy', 'History']",39.0,0,9530,GT,IE,3718,8.0
1167,tvEpisode,Sweet Land of Liberty,Sweet Land of Liberty,0,1979,,60.0,Robert Loggia,38,1930.0,2015.0,"actor,director,soundtrack",Erich Collier,,,writer,21,"['Crime', 'Drama', 'Mystery']",11.0,1,5712,EG,YE,25409,7.1
1168,tvSeries,Sammy J & Randy in Ricketts Lane,Sammy J & Randy in Ricketts Lane,0,2015,2015.0,,Jonathan Brough,138,,,"director,producer,editor",Sammy J,1983.0,,"writer,composer,producer",32,"['Comedy', None, None]",78.0,0,-1,AR,ST,33541,8.2
1169,movie,"I'm Just Alone, So Are You",Akele Hum Akele Tum,0,1995,,160.0,Mansoor Khan,3896,,,"director,writer,assistant_director",Nasir Hussain,1926.0,2002.0,"writer,director,producer",19,"['Drama', 'Romance', None]",3411.0,0,-1,PM,SI,48182,7.0
1170,tvMiniSeries,Mazinkaiser SKL,Majinkaiza: SKL,0,2010,,,Ruben Arvizu,67,,,"miscellaneous,sound_department,director",Tadashi Hayakawa,,,writer,15,"['Action', 'Animation', None]",39.0,1,2743,GP,PW,4100,5.8
1171,tvEpisode,Katharina,Katharina,0,1989,,79.0,Georg Schiemann,14,,,"director,writer,actor",Ulrich Frohriep,1943.0,,writer,9,"['Crime', 'Drama', None]",4.0,0,8607,AW,DE,1233,7.1
1172,tvEpisode,Kids,Kids,0,1996,,,Tim Dowd,9,,,"director,production_manager,assistant_director",Brian Finch,1936.0,2007.0,"writer,director,miscellaneous",4,"['Comedy', 'Crime', 'Drama']",7.0,1,3176,NZ,MA,38410,7.7
1173,movie,Drones,Drones,0,2010,,98.0,Amber Benson,473,1977.0,,"actress,director,writer",Ben Acker,,,"miscellaneous,writer,actor",6,"['Comedy', None, None]",309.0,1,7878,BO,GN,3593,6.3
1174,tvEpisode,Old Timers Day,Old Timers Day,0,2017,,21.0,Tim Kirkby,88,1970.0,,"director,producer,actor",Hank Azaria,1964.0,,"actor,soundtrack,producer",14,"['Comedy', 'Drama', 'Sport']",57.0,0,2293,RE,CY,18583,7.8
1175,movie,Solomon & Gaenor,Solomon and Gaenor,0,1999,,105.0,Paul Morrison,1070,1944.0,,"director,writer,producer",Paul Morrison,1944.0,,"director,writer,producer",18,"['Drama', 'Romance', None]",36.0,1,48,GR,MK,33684,6.9
1176,movie,The Fakir,Fakiren fra Bilbao,0,2004,,88.0,Peter Flinth,458,1964.0,,"director,assistant_director,miscellaneous",Mette Heeno,1976.0,,"writer,producer,actress",18,"['Adventure', 'Family', None]",16.0,1,1806,SB,ME,52088,5.4
1177,movie,Figurantii,Figurantii,0,1987,,,Malvina Ursianu,31,1927.0,2015.0,"director,writer,assistant_director",Malvina Ursianu,1927.0,2015.0,"director,writer,assistant_director",10,"['Drama', None, None]",20.0,0,9774,KZ,KP,37326,7.4
1178,tvEpisode,Lust in Translation,Lust in Translation,0,2007,,29.0,Dewi Humphreys,9,1947.0,,"director,camera_department,producer",John Sullivan,1946.0,2011.0,"writer,music_department,soundtrack",19,"['Comedy', None, None]",5.0,1,6374,TW,FJ,12083,6.8
1179,movie,No Picnic,No Picnic,0,1986,,84.0,Philip Hartman,25,,,"director,writer",Philip Hartman,,,"director,writer",9,"['Drama', None, None]",18.0,1,1646,MA,PN,62553,7.4
1180,movie,Song of Tomorrow,Framtidens melodi,0,2010,,90.0,Jonas Bergergård,29,,,"writer,director,cinematographer",Jonas Bergergård,,,"writer,director,cinematographer",17,"['Drama', None, None]",9.0,0,8471,SD,PS,34243,6.7
1181,tvEpisode,The Feminine Mistake,The Feminine Mistake,0,1968,,24.0,Ralph Levy,7,1919.0,2001.0,"director,producer",Paul Henning,1911.0,2005.0,"writer,producer,music_department",20,"['Comedy', None, None]",4.0,1,164,SB,CA,54388,6.5
1182,video,Satyr,Satyr,1,1998,,85.0,Michael Zen,232,1935.0,2017.0,"director,editor,composer",Raven Touchstone,1940.0,,"writer,costume_department,assistant_director",5,"['Adult', 'Adventure', 'Drama']",114.0,0,4142,NO,NC,32619,6.3
1183,tvShort,When Sharks Attack!,When Sharks Attack!,0,1999,,15.0,Michael Meadows,21,,,"producer,director,writer",Michael Meadows,,,"producer,director,writer",19,"['Documentary', 'Short', None]",16.0,1,9593,EC,KY,29368,5.9
1184,tvMovie,Busty Cops and the Jewel of Denial,Busty Cops and the Jewel of Denial,0,2010,,75.0,Jim Wynorski,49,1950.0,,"director,writer,producer",Bruno Kennedy,,,"writer,actor",34,"['Comedy', None, None]",15.0,1,7172,MF,NO,12643,6.6
1185,tvMovie,Killing JFK: 50 Questions Answered,Killing JFK: 50 Questions Answered,0,2013,,,Brad Osborne,14,,,"director,actor,editor",Brad Osborne,,,"director,actor,editor",34,"['Documentary', None, None]",12.0,1,-1,TW,AS,33521,6.8
1186,movie,A Blind Bargain,A Blind Bargain,0,1922,,57.0,Wallace Worsley,21,1878.0,1944.0,"director,actor,miscellaneous",J.G. Hawks,1874.0,1940.0,"writer,editor,miscellaneous",15,"['Drama', 'Horror', 'Mystery']",16.0,1,3401,CI,IR,50061,6.2
1187,tvEpisode,Hide and Squeak,Hide and Squeak,0,2009,,,Seamus Malone,34,,,"animation_department,director,assistant_director",Giles New,,,"actor,writer,miscellaneous",15,"['Animation', 'Comedy', 'Family']",31.0,0,4298,WF,PH,41140,7.0
1188,movie,Le vent de la Toussaint,Le vent de la Toussaint,0,1991,,112.0,Gilles Béhat,7,1949.0,,"director,actor,writer",Gilles Béhat,1949.0,,"director,actor,writer",23,"['Drama', None, None]",6.0,1,2886,SE,CA,59717,3.9
1189,tvEpisode,A Date with Lady Justice,A Date with Lady Justice,0,2013,,42.0,Tom Stern,8,,,"director,producer,writer",Michael Curtis,,,"producer,writer,miscellaneous",24,"['Comedy', 'Reality-TV', None]",7.0,1,1658,QA,TK,5589,8.0
1190,tvSeries,Host do domu,Host do domu,0,2017,,35.0,Jirí Holoubek,7,,,"director,writer",Jirí Holoubek,,,"director,writer",12,"['Talk-Show', None, None]",4.0,0,8561,GI,MD,50101,7.5
1191,movie,Dolce... calda Lisa,Dolce... calda Lisa,0,1980,,84.0,Adriano Tagliavia,48,,,"editor,director,editorial_department",Adriano Tagliavia,,,"editor,director,editorial_department",19,"['Drama', None, None]",8.0,0,2043,RS,CA,5156,5.4
1192,movie,Happy Ghost III,Kai xin gui zhuang gui,0,1986,,89.0,Johnnie To,168,1955.0,,"producer,director,writer",Raymond Bak-Ming Wong,1946.0,,"producer,actor,writer",22,"['Comedy', 'Crime', 'Fantasy']",8.0,1,3317,SY,OM,35623,6.1
1193,tvEpisode,Forbidden Fruit,Forbidden Fruit,0,1996,,,Paul Demeyer,34,,,"producer,director,animation_department",Everett Peck,,,"writer,miscellaneous,animation_department",15,"['Animation', 'Comedy', 'Drama']",24.0,0,8155,DZ,UM,11561,7.9
1194,movie,Strike at Dawn,Strike at Dawn,0,2016,,65.0,Tom Van Immerseel,6,,,"director,writer,visual_effects",Tom Van Immerseel,,,"director,writer,visual_effects",14,"['Action', 'War', None]",5.0,1,6107,TD,BG,455,5.7
1195,movie,Love Comes Along,Love Comes Along,0,1930,,77.0,Rupert Julian,15,1879.0,1943.0,"actor,director,writer",Edward Knoblock,1874.0,1945.0,"writer,miscellaneous,actor",16,"['Adventure', 'Drama', 'Music']",15.0,1,-1,MS,NG,32031,7.2
1196,tvShort,Privet martyshke,Privet martyshke,0,1978,,9.0,Ivan Ufimtsev,136,1928.0,2010.0,"director,actor",Grigoriy Oster,1947.0,,writer,16,"['Animation', 'Family', 'Short']",111.0,1,537,VI,VN,25801,7.5
1197,tvEpisode,Responsible,Responsible,0,2011,,44.0,Joe Lazarov,119,,,"producer,director,production_manager",Dan Berendsen,1964.0,,"writer,producer,miscellaneous",11,"['Action', 'Adventure', 'Crime']",96.0,1,3016,GA,BJ,17151,7.8
1198,tvEpisode,"25 Days, 50 Cities, and More Than 600 Consecutive Hours as a Family...","25 Days, 50 Cities, and More Than 600 Consecutive Hours as a Family...",0,2005,,87.0,Bertram van Munster,29,,,"producer,writer,director",Elise Doganieri,,,"writer,producer,assistant_director",70,"['Action', 'Adventure', 'Family']",6.0,1,5728,CN,PT,11710,6.6
1199,tvSeries,"2 Months, $2 Million","2 Months, $2 Million",0,2009,,,Paul Reitano,118,,,"producer,editor,director",Brandon Gross,,,"producer,writer,director",20,"['Reality-TV', None, None]",17.0,0,1667,MW,AZ,56048,6.8
1200,tvEpisode,Pukam Pukai,Pukam Pukai,0,2018,,31.0,Sameer Saxena,197,,,"director,writer,producer",Saurabh Khanna,,,"writer,assistant_director,actor",11,"['Comedy', 'Drama', 'Family']",190.0,0,866,FO,YE,37137,8.9
1201,tvEpisode,World War Zimmerman,World War Zimmerman,0,2013,,21.0,Trey Parker,1529,1969.0,,"music_department,writer,producer",Trey Parker,1969.0,,"music_department,writer,producer",19,"['Animation', 'Comedy', None]",41.0,1,800,AS,GM,50675,7.8
1202,movie,The Tower,The Tower,0,2008,,90.0,Dan Falzone,85,,,"special_effects,make_up_department,director",Dan Falzone,,,"special_effects,make_up_department,director",9,"['Horror', None, None]",12.0,0,7951,CF,UY,6798,5.5
1203,tvEpisode,New Money.,New Money.,0,2017,,,Steven Suptic,7,,,"writer,actor,producer",Clayton James Clyne-Brisson,,,"writer,actor,producer",10,"['Comedy', 'Short', None]",2.0,1,-1,BW,BL,20165,8.7
1204,tvMovie,Preis der Freiheit,Preis der Freiheit,0,1966,,83.0,Egon Monk,24,1927.0,2007.0,"producer,director,writer",Dieter Meichsner,1928.0,2010.0,"producer,writer,miscellaneous",18,"['Drama', None, None]",22.0,0,-1,LC,ER,34026,7.9
1205,tvEpisode,There's Strength in Arches,There's Strength in Arches,0,2016,,,Andy Devonshire,37,,,"director,producer,actor",Alex Horne,1978.0,,"writer,producer,actor",26,"['Comedy', None, None]",33.0,1,5844,DO,MM,56113,8.8
1206,video,The Bill: Target,The Bill: Target,0,1996,,74.0,John Strickland,47,,,"director,editor,sound_department",Geoff McQueen,1947.0,1994.0,"writer,miscellaneous",16,"['Crime', 'Drama', None]",9.0,0,7782,MR,GS,15646,9.0
1207,tvEpisode,La botte secrète II,La botte secrète II,0,2005,,3.0,Alexandre Astier,13,1974.0,,"writer,actor,composer",Alexandre Astier,1974.0,,"writer,actor,composer",19,"['Adventure', 'Comedy', 'Fantasy']",10.0,1,9785,NE,LA,34956,8.4
1208,movie,Matar al Nani,Matar al Nani,0,1988,,112.0,Roberto Bodegas,63,1933.0,,"director,assistant_director,writer",Vicente Escrivá,1913.0,1999.0,"writer,director,producer",13,"['Action', 'Biography', 'Crime']",8.0,0,846,SG,LC,6243,5.9
1209,tvSeries,Arka siradakiler,Arka siradakiler,0,2007,,,Hamdi Alkan,334,1967.0,,"director,actor,cinematographer",Sema Ali Erol,,,writer,16,"['Action', 'Drama', 'Family']",270.0,1,5295,VA,FJ,21535,3.2
1210,tvEpisode,An Extraordinary Woman,An Extraordinary Woman,0,1959,,30.0,Peter Tewksbury,14,1923.0,2003.0,"director,producer,writer",Dorothy Cooper,1911.0,2004.0,writer,22,"['Comedy', 'Family', None]",6.0,1,-1,BB,MM,23401,7.2
1211,movie,My Masterpiece,Mi obra maestra,0,2018,,100.0,Gastón Duprat,469,1969.0,,"director,writer,producer",Gastón Duprat,1969.0,,"director,writer,producer",15,"['Comedy', None, None]",175.0,1,7758,VG,BJ,36819,7.1
1212,tvEpisode,"Send in Stewie, Please","Send in Stewie, Please",0,2018,,26.0,Joe Vaux,1171,1972.0,,"art_department,director,assistant_director",Seth MacFarlane,1973.0,,"writer,music_department,producer",22,"['Animation', 'Comedy', None]",562.0,0,3427,AO,ZW,55047,5.8
1213,video,Hotel Italia,Hotel Italia,1,1999,,88.0,Lucas Kazan,30,,,"director,producer,writer",Lucas Kazan,,,"director,producer,writer",12,"['Adult', None, None]",11.0,1,8269,MT,SJ,48767,8.1
1214,movie,Lisa Picard Is Famous,Lisa Picard Is Famous,0,2000,,90.0,Griffin Dunne,483,1955.0,,"actor,director,producer",Nat DeWolf,,,"actor,writer",21,"['Comedy', 'Drama', None]",402.0,0,4737,ZM,UG,7415,5.5
1215,short,Pigeon Camera,Pigeon Camera,0,2013,,15.0,Stanley Ray,9,,,"writer,director,producer",Stanley Ray,,,"writer,director,producer",13,"['Drama', 'Family', 'Short']",5.0,1,1984,BM,MW,56246,7.3
1216,tvEpisode,Episode #23.6,Episode #23.6,0,2009,,,Ian Lorimer,15,,,"director,editorial_department",Kevin Day,,,"writer,miscellaneous,actor",13,"['Comedy', 'Game-Show', 'Music']",9.0,0,-1,SK,WS,40926,6.9
1217,tvEpisode,Bean Pod'ners,Bean Pod'ners,0,1961,,30.0,William Hanna,12,1910.0,2001.0,"producer,director,music_department",Tony Benedict,,,"writer,art_department,producer",13,"['Animation', 'Comedy', 'Family']",11.0,0,2100,OM,NC,16981,6.8
1218,short,The Fox and the Duck,The Fox and the Duck,0,1945,,7.0,Mannie Davis,8,1894.0,1975.0,"director,animation_department,writer",John Foster,,,"writer,director,animation_department",20,"['Animation', 'Comedy', 'Family']",3.0,0,6087,LC,MK,8839,4.8
1219,video,The Engagement Party,The Engagement Party,1,2010,,110.0,Lee Roy Myers,6,,,"director,writer,editor",Crystal D. Lite,,,"writer,director",20,"['Adult', 'Romance', None]",5.0,0,5185,FO,TG,13273,5.8
1220,tvEpisode,Aciyi Paylasmak,Aciyi Paylasmak,0,2017,,,Volkan Keskin,11,,,"actor,director,art_director",Myung Hee Ha,,,writer,15,"['Drama', 'Romance', None]",10.0,1,5787,AS,SM,50015,9.2
1221,movie,L'oligarchie et le sionisme,L'oligarchie et le sionisme,0,2013,,95.0,Béatrice Pignède,12,,,"director,producer,writer",Béatrice Pignède,,,"director,producer,writer",27,"['Documentary', None, None]",5.0,1,7230,PS,OM,49205,6.4
1222,movie,Non ti pago!,Non ti pago!,0,1942,,72.0,Carlo Ludovico Bragaglia,93,1894.0,1998.0,"director,writer,actor",Carlo Ludovico Bragaglia,1894.0,1998.0,"director,writer,actor",12,"['Comedy', None, None]",30.0,1,4513,IM,PY,35591,7.0
1223,tvEpisode,The Smurfette Principle,The Smurfette Principle,0,2010,,,Lindsay Ellis,15,1984.0,,"producer,actress,writer",Lindsay Ellis,1984.0,,"producer,actress,writer",23,"['Comedy', None, None]",14.0,0,133,TO,AZ,59080,7.8
1224,short,Face in the Crowd,Face in the Crowd,0,2013,,10.0,Alex Prager,14,,,"director,writer,actress",Alex Prager,,,"director,writer,actress",17,"['Drama', 'Short', None]",1.0,0,458,GN,MM,57142,7.7
1225,short,Algo queda,Algo queda,0,2010,,16.0,Ana Lorenz,14,,,"miscellaneous,assistant_director,director",Ana Lorenz,,,"miscellaneous,assistant_director,director",10,"['Drama', 'Short', None]",4.0,0,2627,YT,PF,16513,8.2
1226,tvEpisode,Episode #1.157,Episode #1.157,0,1967,,22.0,Lela Swift,22,1919.0,2015.0,"director,producer",Dan Curtis,1927.0,2006.0,"producer,writer,director",14,"['Drama', 'Fantasy', 'Horror']",4.0,0,3130,GS,BS,47856,8.0
1227,movie,Pinot simple flic,Pinot simple flic,0,1984,,85.0,Gérard Jugnot,588,1951.0,,"actor,writer,director",Christian Biegalski,1949.0,2007.0,writer,17,"['Comedy', 'Drama', None]",17.0,0,5728,CY,NO,27054,5.3
1228,video,Project Potemkin: Ashes,Project Potemkin: Ashes,0,2014,,5.0,Randall Landers,12,,,"producer,editor,director",Randall Landers,,,"producer,editor,director",23,"['Sci-Fi', 'Short', None]",10.0,0,-1,AE,GH,8697,6.9
1229,tvEpisode,Gran lanzamiento,Gran lanzamiento,0,2011,,,Nicolás Di Blasi,6,,,"director,producer,miscellaneous",Yoyiana Ahumada,,,writer,16,"['Action', 'Crime', 'Drama']",2.0,1,3429,VC,TC,3357,7.8
1230,short,Switch,Switch,0,2005,,,Jeremy Saville,11,,,"actor,writer,director",Jeremy Saville,,,"actor,writer,director",6,"['Comedy', 'Short', None]",3.0,1,4557,KR,BW,40250,7.7
1231,tvEpisode,The One with All the Poker,The One with All the Poker,0,1995,,22.0,James Burrows,3255,1940.0,,"director,producer,writer",David Crane,1957.0,,"writer,producer,miscellaneous",26,"['Comedy', 'Romance', None]",876.0,1,7601,VC,VA,41588,8.8
1232,short,Alfred Thinks We're Aliens,Alfred Thinks We're Aliens,0,2011,,12.0,Daniel McQueary,16,,,"art_department,producer,miscellaneous",Lea Kocurek,,,"miscellaneous,animation_department,art_department",26,"['Comedy', 'Drama', 'Family']",1.0,0,2591,MT,NE,45291,6.8
1233,movie,Morning Tea,Morning Tea,0,2010,,94.0,Milan Sebo,6,,,"art_department,director,miscellaneous",Milan Sebo,,,"writer,producer",11,"['Drama', None, None]",5.0,0,7629,BA,KE,32011,8.2
1234,movie,Histórias do Olhar,Histórias do Olhar,0,2002,,,Isa Albuquerque,23,1961.0,,"writer,director,producer",Isa Albuquerque,1961.0,,"writer,director,producer",18,"[nan, None, None]",7.0,1,8213,CA,SB,31184,5.2
1235,movie,KM 14,KM 14,0,2006,,,Ben Hernandez,6,,,director,Chadijah Mastura,,,writer,5,"[nan, None, None]",4.0,1,8365,IL,CO,5768,6.0
1236,movie,Nearly a King,Nearly a King,0,1916,,50.0,Frederick A. Thomson,18,1869.0,1925.0,"director,actor,writer",William H. Clifford,1874.0,1938.0,"writer,director,producer",13,"['Comedy', 'Romance', None]",16.0,1,6850,GH,BN,4295,7.0
1237,tvEpisode,Tree of Forgiveness,Tree of Forgiveness,0,2012,,42.0,David Paymer,83,1954.0,,"actor,director,producer",Lizzy Weiss,1971.0,,"writer,producer",19,"['Drama', 'Family', 'Romance']",46.0,0,262,BZ,AT,28022,8.1
1238,movie,Off-Limits,Kharej az Mahdudeh,0,1988,,94.0,Rakhshan Banietemad,53,1954.0,,"director,writer,producer",Farid Mostafavi,1954.0,,writer,18,"['Comedy', 'Drama', None]",3.0,0,4366,BB,BV,15468,6.3
1239,movie,A Zombie Movie,A Zombie Movie,0,2009,,90.0,Glenn Payne,26,1982.0,,"actor,director,editor",Glenn Payne,1982.0,,"actor,director,editor",14,"['Comedy', None, None]",5.0,0,7041,LB,SI,37209,4.7
1240,movie,A Bun in the Oven,Le locataire,0,2016,,100.0,Nadège Loiseau,290,,,"writer,director",Fanny Burdino,,,writer,12,"['Comedy', None, None]",3.0,0,8993,BT,CH,41041,5.9
1241,short,Lakomstwa Endemita,Lakomstwa Endemita,0,2014,,12.0,Natalia Dziedzic,7,,,"director,writer,cinematographer",Natalia Dziedzic,,,"director,writer,cinematographer",18,"['Animation', 'Drama', 'Short']",2.0,0,2721,KG,MK,34983,5.6
1242,movie,Addicted to Acting,Die Spielwütigen,0,2004,,108.0,Andres Veiel,245,1959.0,,"director,writer,miscellaneous",Andres Veiel,1959.0,,"director,writer,miscellaneous",16,"['Documentary', None, None]",40.0,0,8372,IM,TZ,5742,7.6
1243,tvSeries,ABC Late Night,ABC's Wide World of Entertainment,0,1973,1975.0,90.0,Bill Jersey,76,,,"producer,director,writer",Dee Caruso,1929.0,2012.0,"writer,miscellaneous,producer",33,"['Comedy', 'Music', None]",44.0,1,1299,ES,CD,5887,8.0
1244,tvEpisode,The Haunted Garden,The Haunted Garden,0,1987,,,John Jacobs,11,1924.0,2001.0,"director,producer,actor",Alan Radnor,,,"producer,writer,miscellaneous",18,"['Horror', None, None]",6.0,1,7271,KH,OM,49181,7.3
1245,tvEpisode,Boyun Egmeyecegiz,Boyun Egmeyecegiz,0,2015,,120.0,Hakan Arslan,72,,,"director,assistant_director,actor",Asli Zeynep Peker Bozdag,,,"writer,miscellaneous",17,"['Action', 'Adventure', 'Drama']",18.0,1,6074,SL,LR,26300,7.6
1246,movie,Bondage,Bondage,0,2015,,47.0,Esquire Jauchem,5,,,"producer,director,writer",David Henry Hwang,1957.0,,"producer,writer,miscellaneous",7,"['Comedy', 'Drama', None]",4.0,1,1749,CH,JO,55939,5.7
1247,tvEpisode,Grapes of Wrath,Grapes of Wrath,0,2007,,43.0,Michael Morris,80,,,"producer,director",Jon Robin Baitz,1961.0,,"writer,producer,actor",15,"['Drama', None, None]",17.0,1,-1,KG,AT,15162,7.9
1248,movie,America's Core,America's Core,0,2008,,120.0,Michael D. Gough,5,1983.0,,"cinematographer,camera_department,editor",Michael D. Gough,1983.0,,"cinematographer,camera_department,editor",14,"['Documentary', None, None]",2.0,0,2567,ZM,OM,55223,8.6
1249,short,Subject: Narcotics,Subject: Narcotics,0,1951,,21.0,Terry Sanders,43,1931.0,,"producer,director,writer",Denis Sanders,1929.0,1987.0,"director,writer,producer",18,"['Drama', 'Short', None]",15.0,1,5593,TW,BL,25226,5.6
1250,movie,Clowns of the City,Badut-Badut kota,0,1993,,,Ucik Supra,5,,,"director,writer",Ucik Supra,,,"director,writer",16,"['Comedy', 'Drama', None]",1.0,0,4892,HK,AL,58353,8.5
